Num|isSpam|Filename|Subject|Message
81|0|2848.2000-11-14.farmer.ham.txt|Subject: re : beaumont methanol - meter 1428 - october 2000|i ' m think i left out a detail - the 54 , 000 mmbtu for the three days oct 21 to 23 to beaumont methanol needs to be all priced at the base deal , not on the swing ticket . from : lee l papayoti on 11 / 14 / 2000 03 : 45 pm to : anita luong / hou / ect @ ect , buddy majorwitz / hou / ect @ ect , daren j farmer / hou / ect @ ect cc : gary a hanks / hou / ect @ ect , james mckay / hou / ect @ ect subject : beaumont methanol - meter 1428 - october 2000 ladies and gents : on sat oct 21 , hpl meter # 1428 had a malfunction , and started flowing at a very high rate , way over the nominated rate of 18 , 000 / d ( gas control will confirm this ) . since sat - sun - mon are all one gas day from a gas daily perspective , i told gas control to try to balance on sun after the meter was fixed , by cutting back to a lower flow rate . so we will need to do a special allocation for the three days october 21 - 23 , saturday through monday . the three day total for the meter is 59 , 067 mmbtu . beaumont methanol nominated 54 , 000 mmbtu ( i . e . 18 , 000 / d for 3 days ) . we should allocate a total of 54 , 000 mmbtu to beaumont methanol for the three days , and the 5 , 067 mmbtu excess will be purchased by brandywine - under sitara # 484934 priced at gas daily hsc midpoint . please call with questions . thanks lee 3 . 5923 - - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 11 / 13 / 2000 04 : 02 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : buddy majorwitz 11 / 13 / 2000 03 : 53 pm to : lee l papayoti / hou / ect @ ect cc : subject : beaumont methanol - meter 1428 - october 2000 lee , here is the volume allocation as supplied by anita luong and my calculation worksheet for the captioned meter . give me a call if you have any questions . buddy x - 31933
82|0|2216.2000-09-12.farmer.ham.txt|Subject: re : sitara training|i ' ll switch with tom , that way , i can still make my appointment and it won ' t be all guys in the next class ( you know how rowdy they get ) . mary
83|0|4892.2001-09-12.farmer.ham.txt|Subject: covenants - project miracle|as individuals involved in the day - to - day oversight and management of ppep ' s cleburne facility , it ' s important that you are familiar with and follow the covenants set out under the purchase agreement signed with mesquite investors , llc ( an el paso affiliate ) on september 7 . those covenants are contained in section 5 . 4 of the purchase agreement , which is attached for your reference . the covenants are fairly self - explanatory . however , if you have any questions concerning their interpretation or implementation , please contact joe henry at ( 713 ) 345 - 1549 or me at ( 713 ) 853 - 6027 . thanks , rh
84|0|5098.2001-12-05.farmer.ham.txt|Subject: equistar track id for meter 981373|daren , the new track id for that sale to equistar deal 240061 is 528403 on ena contract 012 - 27049 - 02 - 001 for the whole month of april , 2001 . sherlyn schumack sr . specialist volume management phone 713 853 - 7461 fax 713 345 - 7701
85|0|3967.2001-03-23.farmer.ham.txt|Subject: hpl nom for march 24 - 26 , 2001|( see attached file : hplno 324 . xls ) - hplno 324 . xls
86|0|1291.2000-06-08.farmer.ham.txt|Subject: re : hpl / enron actuals for june 8 , 2000|oops , sorry , they are for the 7 th . . .
87|0|3109.2000-12-15.farmer.ham.txt|Subject: re : enerfin meter 980439 for 10 / 00|jackie , talk to darren about this . the deal you reference is an hpl deal with dynegy and i don ' t have access to it . i ' m on the east desk . yesterday i extended the deal 421415 for the 6 th and 19 th and meredith inserted a path in unify - tetco to cover the small overflow volume between hpl and ena . the ena / hpl piece is done . the piece between hpl and dynegy is what you need inserted . thanks jackie young 12 / 15 / 2000 11 : 32 am to : sherlyn schumack / hou / ect @ ect cc : victor lamadrid / hou / ect @ ect subject : re : enerfin meter 980439 for 10 / 00 sherlyn , i ' ve placed the correct volumes for days 6 and 9 for ena . i ' ll have the deal extended for dynegy and let you know when it ' s done . victor , can you extend the deal 422516 for days 6 and 9 please ? thanks . oh and by the way , i had mistaken you for someone else when i sent you the e - mail on yesterday . sorry . i thought that i knew you . anyway , please advise when you ' ve extended the deal so that sherlyn can create an accounting arrangement . thanks - jackie - 3 - 9497 to : jackie young / hou / ect @ ect cc : rita wynne / hou / ect @ ect subject : re : enerfin meter 980439 for 10 / 00 i don ' t want to tell you to add any contracts , because i am not sure about that . i am just saying if you look at ray ' s schedule there are 2 deals out there , one is a purchase from ena and the other a purchase from dynegy . the track id i gave you was for ena . you cannot allocate the dynegy piece until i give you a track id . i cannot give you a track id until the deal is extended for days 10 / 6 and 10 / 19 . jackie young 12 / 15 / 2000 10 : 51 am to : sherlyn schumack / hou / ect @ ect cc : subject : re : enerfin meter 980439 for 10 / 00 arre you saying that for both days that two ( 2 ) ena contracts should be placed at the meter for days 6 and 19 and then allocating half of the the total volume to each contract ? to : jackie young / hou / ect @ ect cc : rita wynne / hou / ect @ ect subject : re : enerfin meter 980439 for 10 / 00 jackie , you did not allocate this according to ray ' s schedule . the track id i gave you was only for the purchase from ena . you need to extend the deal for the purchase from dynegy . you put all of the volume on these 2 days on ena , that is not what is on ray ' s schedule , so we are still out on the interconnect report . jackie young 12 / 15 / 2000 10 : 30 am to : sherlyn schumack / hou / ect @ ect cc : alfonso trabulsi / hou / ect @ ect , rita wynne / hou / ect @ ect , gregg lenart / hou / ect @ ect subject : re : enerfin meter 980439 for 10 / 00 accounting arrangement has been placed . meter has been reallocated . thanks and let me know if you need anything else . - jackie - 3 - 9497 from : sherlyn schumack 12 / 15 / 2000 10 : 00 am to : jackie young / hou / ect @ ect , alfonso trabulsi / hou / ect @ ect cc : rita wynne / hou / ect @ ect , gregg lenart / hou / ect @ ect subject : enerfin meter 980439 for 10 / 00 jackie , your allocation is correct with the exception of days 10 / 6 and 10 / 19 where strangers gas is allocated . i have created an accounting arrangement for these days and the new track id for ena is 240384 . please allocate the ena portion according to rays schedule for these 2 days . deal 422516 ( purchase from dynegy ) needs to be extended for these 2 days so i can do an accounting arrangement . alfonso i need for you to allocate your meter daily , because we have tiered pricing this month . thanks .
88|0|3282.2001-01-08.farmer.ham.txt|Subject: revised spreadsheet|new additions .
89|0|2050.2000-08-28.farmer.ham.txt|Subject: weekend notes|here are my notes , please let me know if you have any questions . weekend of august 26  ) 28 , 2000 saturday : ? celanese bayport meter 8018 was ramping back up . total nomination of 35 , 000 in mops was pathed  ) transmitted nom to pops and confirmed . ? costilla , meter 9687 was still down 4 , 000 due to wellhead production losses on friday , expected short into the first of the week , possibly longer , may need to fish the hole to bring the well back up . ? costilla pilgreen  ) running high h 2 s , causing our valve to shut - in 13 , 000 mm  , s ( we changed our specs at the valve to accept 8 parts per mil for 30 minutes last week , per jill zively ) . louis dreyfus was diverting the well to another pipeline , per the contract that gas has to come to us or be shut - in . we got the well back on saturday afternoon , and all was well . ? all meters were updated in pops for satuday  , s gas day . ? christy w / pg shell lost two units . also , seeing meter 1394 which dels to shell back down from 10 , 000 to 5 , 000 . ? patty called re : the epng cuts , found out late afternoon that they are pcc , pipeline capacity constraints , at the ivalerow meter into pg & e . ? joey stanton with duke called regarding some new production coming up . he wanted to sell it into hpl at lonestar / katy for sunday and monday . paged darren , we took the gas , it needs to be priced today . duke let me know that they would flow at a rate of 25 , 000 / hour , and should average approximately 12 - 15 , 000 for the day . mark mccoy is working on getting a good meter total from lonestar for sunday , we need to get the deal in sitara and confirm today ' s gas day as well . ? regarding pg & e , i do not have final cycle 4 numbers ( they come out around 9 pm on the gas day ) . all in all , it was a pretty good weekend , and an educational one . gas control did a great job communicating and assisting to resolve issues . please check all meters impacted to make sure that i pop  , d and mop  , d correctly . thank you , mary jane
90|0|1523.2000-06-28.farmer.ham.txt|Subject: $ 5 for cd ' s dvd ' s expires soon at half . com|* * free $ 5 coupon at half . com * * o half . com is a new site for cds , books , movies , & video games o everything is 50 - 90 % off and you get $ 5 off your first $ 10 order o plus , free shipping with your first order of 3 or more items o be sure to pass this coupon on to all your friends ! ! ! click here for 5 bucks ! your coupon code is : lifestyle 5 " use it or lose it " expires soon ! ! click here for 5 bucks ! your coupon code is : lifestyle 5 the hottest titles at 50 % off while they last - including : cds - santana , n sync , dixie chicks , jay - z , and christina aguilera project , sixth sense and matrix dvds - world is not enough , blair witch and more . . . * * free $ 5 coupon at half . com * * click here for 5 bucks ! your coupon code is : lifestyle 5 on the shopping cart page , enter your $ 5 . 00 coupon code on the right side of the page . after submitting your code , your coupon will be displayed in your shopping cart . you have received this invitation to participate in our offer because you or someone using your e - mail address agreed to receive special promotional offers from retail trade services and its web site partners . if you wish to be excluded from future offers , please reply to this message and type " unsubscribe " in the subject line . all questions can be sent to : if you wish to know more about our privacy policies , please go to 
91|0|4739.2001-07-10.farmer.ham.txt|Subject: lng mtg|when : wednesday , july 11 , 2001 4 : 30 pm - 5 : 00 pm ( gmt - 06 : 00 ) central time ( us & canada ) . where : eb 3259 * ~ * ~ * ~ * ~ * ~ * ~ * ~ * ~ * ~ *
92|0|2943.2000-11-27.farmer.ham.txt|Subject: revision # 1 - hpl nominations for nov . 27 , 2000 and nov . 28 , 2000|( see attached file : hplnl 123 . xls ) ( see attached file : hplnl 128 . xls ) - hplnl 123 . xls - hplnl 128 . xls
93|0|0487.2000-02-24.farmer.ham.txt|Subject: follow up 1 / 2 day off - site|please hold thursday , march 9 th 11 : 30 - 5 : 00 pm as tentative for the follow up meeting to our off - site . as soon as i have more concrete information i will let you know . note : if i manage your calendar , it has been updated . thank you ! yvette x 3 . 5953
94|0|0283.2000-01-31.farmer.ham.txt|Subject: storage|i updated the storage ticket for feb and created an injection ticket , sitara # 159640 . let me know if you have any questions . dave
95|0|1310.2000-06-09.farmer.ham.txt|Subject: sea robin changes|- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 09 / 2000 10 : 39 am - - - - - - - - - - - - - - - - - - - - - - - - - - - " steve holmes " on 06 / 09 / 2000 10 : 42 : 30 am to : , cc : subject : sea robin changes the previous e - mail shoud have shown the 11 changes to be effective monday , june 12 , . 2000 . i will correct the date and resend the changes . steve
96|0|0335.2000-02-04.farmer.ham.txt|Subject: 98 - 1534|daren , the above mentioned meter ( delivery ) shows a small flow of 24 dec . on 2 - 1 - 00 . the sitara deal ( 151694 ) has a stop date of 1 / 31 / 2000 . can you please extend the deal thru 2 - 1 - 00 to cover this small volume ? thanks - jackie -
97|0|1983.2000-08-21.farmer.ham.txt|Subject: hpl nom for august 22 , 2000|( see attached file : hplo 822 . xls ) - hplo 822 . xls
98|0|3396.2001-01-22.farmer.ham.txt|Subject: enron net works - t & e policy|please review the attached t & e policy for enron net works .
99|0|1197.2000-06-01.farmer.ham.txt|Subject: ami , , , ,|i agree ! ! thanks . - - - - - - - - - - - - - - - - - - - - - - forwarded by tim powell / lsp / enserch / us on 06 / 01 / 2000 11 : 29 am - - - - - - - - - - - - - - - - - - - - - - - - - - - ami . chokshi @ enron . com on 06 / 01 / 2000 11 : 13 : 13 am to : tim powell / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , daren . j . farmer @ enron . com cc : subject : and the final numbers for may are . . . iferc 1 , 240 , 000 ( last volume was 72084 on day 18 ) enron 930 , 000 ( last volume was 21667 on day 26 ) gas daily 1 , 033 , 416 ( last volume was 80000 on day 31 ) please advise , ami
100|0|2618.2000-10-23.farmer.ham.txt|Subject: enron / hpl actuals for october 20 - 22 , 2000|october 20 , 2000 teco tap 0 / enron ; 75 . 000 / hpl gas daily october 21 , 2000 teco tap 0 / enron ; 84 . 375 / hpl gas daily october 22 , 2000 teco tap 0 / enron ; 115 . 625 / hpl gas daily
101|0|3487.2001-01-31.farmer.ham.txt|Subject: re : meter 986315 for 10 / 00|i don ' t know if they paid torch , i would assume so , as this is october . according to charlene , cleco is invoicing us for this deal . intially , there was no deal in the system at all .
102|0|4471.2001-05-03.farmer.ham.txt|Subject: eastrans nomination change effective 5 / 4 / 01|effective 5 / 4 / 01 , eastrans deliveries and redeliveries will be 0 mmbtu / dy . - - - - - forwarded by marta k henderson / houston / pefs / pec on 05 / 03 / 01 08 : 45 am - - - - - marta k henderson to : briley @ enron . com , carlos . j . rodriguez @ enron . com , connie wester / easttexas / pefs / pec @ pec , dfarmer @ enron . com , daniel c 05 / 02 / 01 rider / houston / pefs / pec @ pec , darrel f . bane / easttexas / pefs / pec @ pec , donna 09 : 16 am c . spencer / gcs / cec / pec @ pec , donna j dobb / houston / pefs / pec @ pec , john c lehman / field / pefs / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec , lee c . spivey / field / pefs / pec @ pec , michael r . cherry / easttexas / pefs / pec @ pec , poe reed / gcs / cec / pec @ pec , ronald c . douglas / gcs / cec / pec @ pec , sharon beemer / houston / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec , sharon k asbill / houston / pefs / pec @ pec , chris j walters / houston / pefs / pec @ pec cc : subject : eastrans nomination change effective 5 / 3 / 01 please increase deliveries into eastrans to 10 , 000 mmbtu / dy effective 5 / 3 / 01 . the redeliveries will be 10 , 000 mmbtu / dy into the cartwheel .
103|0|2861.2000-11-15.farmer.ham.txt|Subject: re : prelminary findings on deals not bridging|matt pena 11 / 15 / 2000 12 : 09 pm to : robert superty / hou / ect @ ect cc : edward terry / hou / ect @ ect , victor lamadrid / hou / ect @ ect , pat clynes / corp / enron @ enron , donna greif / hou / ect @ ect , richard pinion / hou / ect @ ect , patti sullivan / hou / ect @ ect , george smith / hou / ect @ ect , randall l gay / hou / ect @ ect , tricia spence / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , tom acton / corp / enron @ enron subject : prelminary findings on deals not bridging i ' ve attached a spreadsheet showing deals that were not bridged to unify for november . please don ' t let this alarm you , this is how the bridge has always worked . if you have questions or would like to discuss , please let me know . every instance i ' ve found looks okay because of the following : * a transport ut ticket on the same pipe was the deal * the deal was killed * the deal was entered as a mistake buy and should of been a sell hence the inactive state in unify * the deal was a demand based deal price with no volumes * the deal didn ' t have a point assigned to it , only a zone thanks
104|0|4324.2001-04-19.farmer.ham.txt|Subject: fw : center of the bible|bammelyoungfamilies - - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - - start your own free email list at http : / / www . listbot . com / links / joinlb - - - - - original message - - - - - from : koscinski , chris j sent : thursday , april 19 , 2001 2 : 31 pm to : pettit , james d ; pettit , jared l ; neely , chad a ; mccalister , mike subject : fw : center of the bible - - - - - original message - - - - - from : wayne sheppard [ mailto : wsheppard @ houston . rr . com ] sent : wednesday , april 18 , 2001 10 : 27 pm to : chris koscinski ; louis booth ; david schraudt ; catherine frank ; diane miller ; bell ( work ) ; mike schmulbach ; patricia escobar ; cheryl saiz ; paul fruia ; sheryl nolan ; julie rodriguez ; zack saiz ; jeff showers ; phil sparkman ; rey organo ; rod patricia hines ; jennifer hughey ; paula sheppard ; kim trent ; bob messer ; lori w ( work ) ; james and ethel nimene ; lisa hackett ; dennis ( home ) ; richard haines ; fred hackett ; johnna thompson ; suresh chainani ; alan woods ; jeremy goodell ; david lacey ; nicole thompson ; michael thompson ; joe karraker ; raymond and shirley budewig ; ed james david gulley ; kernie baker ; chad neely ; steve mittanck subject : fw : center of the bible - - - - - original message - - - - - from : gngherr to : ray rose schmidlkoffer ; luke powell ; charlotte powell ; tony and bunny marr ; james klement ; lori lee huchton ; laurie herr ; eve herr ; leanne hacker ; todd davis ; patty davis ; jean joe imogene dean sent : wednesday , april 18 , 2001 5 : 36 pm subject : fw : center of the bible - - - - - original message - - - - - from : tara webster to : webster @ flash . net ; cleere @ cooke . net ; mscott @ ngptrs . com ; basketballchickl 3 @ excite . com ; alico 7 @ aol . com ; anh 83 @ aol . com ; flowrgurl 5 @ aol . com ; summerfurler @ aol . com ; baylorchickol @ aol . com ; bugz @ airmail . net ; jo _ lee 2003 @ hotmail . com ; kfisham @ juno . com ; lch 516 @ juno . com ; snodgrl @ hotmail . com ; lhacker @ ntin . net ; lucym 2911 @ aol . com ; ryanv @ hesston . edu ; frog 2001 @ juno . com ; uwisho 2 @ hotmail . com ; vlightbulb @ aol . com ; welavo @ hotmail . com date : wednesday , april 18 , 2001 5 : 09 pm subject : center of the bible > > > > > > > i thought you would find this pretty intresting . maybe you have seen it > > before but i never had . > > > > > > > > > > > > > > > > > center of the bible > > > > > > > > > > > > > > > > > > > > > > > > > > > > what is the shortest chapter in the bible ? > > ( answer - psalmsl 17 ) > > > > > > > > > > > > > > > what is the longest chapter in the bible ? > > ( answer - psalms 119 ) > > > > > > > > > > > > > > > which chapter is in the center of the bible ? > > ( answer psalms 118 ) > > > > > > > > > > > > > > > fact : there are 594 chapters before psalms 118 > > > > > > > > > > > > > > > fact : there are 594 chapters after psalms 118 > > > > > > > > > > > > > > > add these numbers up and you get 1188 > > > > > > > > > > > > > > > what is the center verse in the bible ? > > ( answer - psalms 118 : 8 ) > > > > > > > > > > > > > > > does this verse say something significant about > > god ' s perfect will for our lives ? the next time someone says they would > > like to find god ' s perfect will for their lives and that they want to be in > > the center of his will , just send them to the center of his word ! > > > > > > > > > > > > > > > > > > psalms 118 : 8 ( nkjv ) > > " it is better to trust in the lord than to > > put confidence in man . " > > > > now isn ' t that odd how this worked out > > ( or was god in the center of it ) ? > > > > get your free download of msn explorer at http : / / explorer . msn . com > > to unsubscribe , write to - unsubscribe @ listbot . com
105|0|0519.2000-02-29.farmer.ham.txt|Subject: re : ken petroleum corporation|fyi for you daren - - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 02 / 29 / 2000 04 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : melissa graves @ ect 02 / 29 / 2000 04 : 10 pm to : julie meyers / hou / ect @ ect , tom acton / corp / enron @ enron cc : donald p reinhardt / hou / ect @ ect , susan smith / hou / ect @ ect , vance l taylor / hou / ect @ ect , george weissman / hou / ect @ ect subject : re : ken petroleum corporation pete layden # 1 well one more request . . . . the ken petroleum contract : 96019316 will terminate tonight ( 2 / 29 / 00 ) ! i believe that also means that the deal attached to this contract will terminate . it covers meter 6834 . tom , can you put in the following one month ticket : counterparty meter volumes price ken petroleum corporation 6834 89 mmbtu if / hsc less $ 0 . 41 julie , can you confirm via a gtc spot , per george ' s request . thank you for handling on such short notice . melissa enron north america corp . from : george weissman 02 / 29 / 2000 02 : 34 pm to : melissa graves / hou / ect @ ect cc : shawna flynn / hou / ect @ ect , robert walker / hou / ect @ ect , jill t zivley / hou / ect @ ect subject : ken petroleum corporation pete layden # 1 well melissa , please paper this deal for march with either ( preferably ) a spot gtc or a firm , one month gtc . the firm contract has not yet been requested from legal due to facility issues . george x 3 - 6992
106|0|3095.2000-12-13.farmer.ham.txt|Subject: re : tenaska iv 10 / 00|we have received all of the money from the spot sales for tenaska iv in october 2000 , except for the tenaska iv sale and the $ 0 . 04 fee . megan
107|0|1888.2000-08-07.farmer.ham.txt|Subject: formosa meter # : 1000|urgent request ! - - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 07 / 2000 08 : 44 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd 08 / 03 / 2000 04 : 48 pm to : robert e lloyd / hou / ect @ ect cc : subject : formosa meter # : 1000 - - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 03 / 2000 04 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd 08 / 02 / 2000 03 : 48 pm to : gary w lamphier / hou / ect @ ect cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b camp / hou / ect @ ect subject : formosa meter # : 1000 will there be a buyback ticket for formosa during august 2000 activity . deal # : 92881 expired july 31 , 2000 .
108|0|3206.2000-12-28.farmer.ham.txt|Subject: hpl meter # 981488 paris tenaska hpl|during the period of 12 / 1 / 99 through 12 / 3 / 99 , the above meter has recorded flow on the following days : days mmbtus 12 / 1 / 99 173 12 / 3 / 99 39 106 deal # 124400 was at this meter during november 1999 , but it expired on 11 / 30 / 99 . currently , these volumes are being booked under the hpl strangers gas contract . logistics needs either ( 1 ) deal # 124400 extended , ( 2 ) new deal , or ( 3 ) approval to write - off these volumes to unaccounted for gas . ( please print , sign , and return original to clem cernosek ) . deal / deal ticket # / customer ( seller / buyer ) or approval to write - off the volumes to unaccounted for gas loss thanks , clem
109|0|5084.2001-11-26.farmer.ham.txt|Subject: fw : txu lone star pipeline standard pooling agreement|- - - - - original message - - - - - from : jeffsmirin @ txu . com [ mailto : jeffsmirin @ txu . com ] sent : monday , november 26 , 2001 11 : 31 am to : buss , jd subject : txu lone star pipeline standard pooling agreement here is the standard pooling agreement . i noticed that the last two pages in the file are actually the cover sheet and index , which should actually be at the front of the document . ( see attached file : standard pooling agreement . doc )
110|0|3416.2001-01-24.farmer.ham.txt|Subject: availabilty spreadsheet for february , 2001 with several small|revisions . here is the second with revisions . beverly - - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 01 / 24 / 2001 07 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron capital & trade resources corp . from : " victor haley " 01 / 22 / 2001 04 : 05 pm to : cc : subject : availabilty spreadsheet for february , 2001 with several small revisions . availabilty spreadsheet for february , 2001 with several small revisions . - enronavailso 201 . xls
111|0|0206.2000-01-17.farmer.ham.txt|Subject: new analysts|i received a call from shannon last wednesday ( 1 / 12 ) , requesting what our needs might be for new analysts who will be starting in 2 / 00 . shannon and i have talked specifics , but if you have an interest , please call shannon asap @ x 33853 to discuss the specifics . it has been some time since we have put a new analyst into logistics - texas , but the other groups have taken new ones in the past . i ' m just asking you to think about it , and let me and shannon know . thanks . shannon : i do have an analyst rotating 6 / 1 from the texas risk team . i might be interested in putting another one into the group , and it ' s not a bad idea to start now with training . can you let me know who you still need to place ? ? ? i would like to look at their resumes and talk with someone who interviewed them . thanks .
112|0|3220.2000-12-28.farmer.ham.txt|Subject: january , 2001 devon availabilities . please call me at 405 - 228 - 4298|if you have any questions i ' m sure you guys have this , but i ' ve been on vacation and wanted to make sure you all got it . beverly - - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 12 / 28 / 2000 07 : 09 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron capital & trade resources corp . from : " victor haley " 12 / 19 / 2000 05 : 19 pm to : cc : subject : january , 2001 devon availabilities . please call me at 405 - 228 - 4298 if you have any questions january , 2001 devon availabilities . please call me at 405 - 228 - 4298 if you have any questions - enronavailsol 01 . xls
113|0|5097.2001-12-04.farmer.ham.txt|Subject: fw : cell phones|here ' s the latest scoop on the cell phone situation . please let me know whether or not you are interested in changing your cell phones to a personal account . i am going to cingular in a little while to pick up the forms to transfer liability , as well as information regarding the rate plans . thanks , laura - - - - - original message - - - - - from : alysia . autry @ cingular . com [ mailto : alysia . autry @ cingular . com ] sent : monday , december 03 , 2001 5 : 56 pm to : vuittonet , laura subject : re : cell phones the latest is that if they want to keep their phones , they need to fill out a contract changing the liability to them . we will have some in our office tomorrow around 1 ( ran out today ) and they can also pick one up at a cingular store . just make sure that they mail them back to me . my home address is : 4501 shetland houston 77027 as for the cancellation of the corporate phones , that is not scheduled to take place yet , and may not right away . if they just want to do a rate plan change , then they can do it via email ( have them email me ) or they can indicate it on their contract that they fill out to change liability . the main thing to do is to fill out the contract to change liability , which also obligates them for one year . as for the balances accrued up to date , they are not responsible for those . enron is . good luck to you . i hope you get my email and i hope i get to see you again . and , yes , i will be getting all new accounts now ! alysia autry cingular wireless major account executive for enron 713 345 - 7183 office 713 410 - 0010 cell 713 963 - 0324 fax - - - - - original message - - - - - from : vuittonet , laura [ mailto : laura . vuittonet @ enron . com ] sent : monday , december 03 , 2001 1 : 05 pm to : autry , alysia subject : re : cell phones hi ! any word yet about the cell phones ? i ' m getting nervous , as are a lot of others , i ' m sure . some people in my group are really wanting to keep their phones , and they are asking me questions that i don ' t know the answers to . . . like what kinds of rate changes there will be , as well as to what point will the liability be theirs , and how far back will they have to pay to get the invoices current , if enron has not done so already . how are you affected by this ? will cingular find another business that you will work out of ? just curious . laura - - - - - original message - - - - - from : alysia . autry @ cingular . com [ mailto : alysia . autry @ cingular . com ] sent : wednesday , november 28 , 2001 3 : 09 pm to : vuittonet , laura cc : raymond . aguirre @ cingular . com ; chris . samaniego @ cingular . com ; rhonda . hall @ cingular . com ; karen . byers @ cingular . com subject : re : cell phones you are so sweet ! yes , we can transfer liability from enron into you , personally . we are trying to work out all the details right now and will have more answers in the coming days . for now , just hold tight . take care , alysia autry cingular wireless major account executive for enron 713 345 - 7183 office 713 410 - 0010 cell 713 963 - 0324 fax - - - - - original message - - - - - from : vuittonet , laura [ ] sent : wednesday , november 28 , 2001 2 : 10 pm to : autry , alysia subject : cell phones hi alysia ! just wondering what will happen to our cell phones and cell phone accounts ? ? can we transfer liability ? i ' d like to keep my phone number , and so will people who work in my group . please let me know as soon as possible . . . i ' m sure you ' re swamped with calls and emails . if i don ' t see you again , please know that i hope you have a wonderful holiday . that ' s coming from me and robert ! ! thanks , laura vuittonet 713 - 853 - 1994 office 713 - 515 - 6921 cell lvuittonet @ houston . rr . com this e - mail is the property of enron corp . and / or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient ( s ) . any review , use , distribution or disclosure by others is strictly prohibited . if you are not the intended recipient ( or authorized to receive for the recipient ) , please contact the sender or reply to enron corp . at enron . messaging . administration @ enron . com and delete all copies of the message . this e - mail ( and any attachments hereto ) are not intended to be an offer ( or an acceptance ) and do not create or evidence a binding and enforceable contract between enron corp . ( or any of its affiliates ) and the intended recipient or any other party , and may not be relied on by anyone as the basis of a contract by estoppel or otherwise . thank you . 
114|0|4291.2001-04-16.farmer.ham.txt|Subject: tenaska iv 12 / 00 , 2 / 01 and 3 / 01|i have several changes to the demand fees for tenaska iv . let me know if you have any questions . for dec 2000 , we need to adjust the demand fee on deal 529856 to account for a volume change on the receipt side . we overpaid williams and are going to take our money back . we then need to refund tenaska iv . please change the demand fee from $ 878 , 330 . 63 to $ 918 , 566 . 13 . for feb 2001 , please change the demand fee on deal 384258 from $ 2 , 341 , 675 . 50 to $ 3 , 438 , 325 . 95 . tenaska iv owes us for the remaining expenses . also , please change the agency volume on deal 514353 from 45 , 000 to 45 , 067 . for march 2001 , please change the demand fee on deal 384258 from $ 2 , 591 , 791 . 50 to $ 2 , 653 , 694 . 95 . i have attached the march spreadsheet i received from mark in case you want to see it . thanks , megan
115|0|0927.2000-04-13.farmer.ham.txt|Subject: brandywine meter # : 981225 ; march , 2000 activity|there was no flow at meter 981225 for the month of march . the hms technician did contact measurement once to get the volumes zeroed out but apparently he will have to get with them again . i have notified the tech and he is in the process of doing this . the meter is set on pressure control and the valve is open . gas control ' s understanding and the field ' s understanding is that at the time the brandywine deal ended some sort of standby agreement was in place . if this is not the case please let me know and we will notify the plant and close the valve . robert , in the future if you have meters like this where there is a small flow volume without a nomination in place please check with earl and myself so we can investigate before we get commercial involved . thanks gary h - - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 04 / 13 / 2000 12 : 35 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : lee l papayoti on 04 / 12 / 2000 05 : 38 pm to : gary a hanks / hou / ect @ ect , james mckay / hou / ect @ ect cc : robert e lloyd / hou / ect @ ect subject : brandywine meter # : 981225 ; march , 2000 activity how is this meter set up ? why would it have flowed in march ? any ideas ? is it on pressure control ? if so , what ' s the set point ? i need to know before i can go to oxy and / or dupont and make a claim . . . . - - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 04 / 12 / 2000 05 : 37 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd 04 / 12 / 2000 05 : 20 pm to : lee l papayoti / hou / ect @ ect cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b camp / hou / ect @ ect subject : brandywine meter # : 981225 ; march , 2000 activity attached is support that indicate gas flowed on a zero nomination during the month of march , 2000 . there is no deal in place to allocate this gas flow . please advise me how you want this activity allocated .
